crop,unit,year,value,source,adm_level,adm_code,adm_name
bana,ha,1961,10353,FAOSTAT,0,AUS,Australia
bana,ha,1962,10353,FAOSTAT,0,AUS,Australia
bana,ha,1963,10971,FAOSTAT,0,AUS,Australia
bana,ha,1964,10845,FAOSTAT,0,AUS,Australia
bana,ha,1965,9792,FAOSTAT,0,AUS,Australia
bana,ha,1966,9411,FAOSTAT,0,AUS,Australia
bana,ha,1967,9130,FAOSTAT,0,AUS,Australia
bana,ha,1968,9354,FAOSTAT,0,AUS,Australia
bana,ha,1969,9457,FAOSTAT,0,AUS,Australia
bana,ha,1970,9420,FAOSTAT,0,AUS,Australia
bana,ha,1971,9409,FAOSTAT,0,AUS,Australia
bana,ha,1972,9027,FAOSTAT,0,AUS,Australia
bana,ha,1973,8593,FAOSTAT,0,AUS,Australia
bana,ha,1974,8075,FAOSTAT,0,AUS,Australia
bana,ha,1975,7280,FAOSTAT,0,AUS,Australia
bana,ha,1976,6875,FAOSTAT,0,AUS,Australia
bana,ha,1977,6679,FAOSTAT,0,AUS,Australia
bana,ha,1978,6148,FAOSTAT,0,AUS,Australia
bana,ha,1979,6878,FAOSTAT,0,AUS,Australia
bana,ha,1980,7109,FAOSTAT,0,AUS,Australia
bana,ha,1981,7603,FAOSTAT,0,AUS,Australia
bana,ha,1982,7571,FAOSTAT,0,AUS,Australia
bana,ha,1983,7844,FAOSTAT,0,AUS,Australia
bana,ha,1984,8129,FAOSTAT,0,AUS,Australia
bana,ha,1985,7832,FAOSTAT,0,AUS,Australia
bana,ha,1986,7659,FAOSTAT,0,AUS,Australia
bana,ha,1987,7769,FAOSTAT,0,AUS,Australia
bana,ha,1988,7969,FAOSTAT,0,AUS,Australia
bana,ha,1989,7941,FAOSTAT,0,AUS,Australia
bana,ha,1990,7924,FAOSTAT,0,AUS,Australia
bana,ha,1991,7962,FAOSTAT,0,AUS,Australia
bana,ha,1992,8159,FAOSTAT,0,AUS,Australia
bana,ha,1993,8656,FAOSTAT,0,AUS,Australia
bana,ha,1994,8756,FAOSTAT,0,AUS,Australia
bana,ha,1995,8281,FAOSTAT,0,AUS,Australia
bana,ha,1996,8893,FAOSTAT,0,AUS,Australia
bana,ha,1997,9589,FAOSTAT,0,AUS,Australia
bana,ha,1998,10478,FAOSTAT,0,AUS,Australia
bana,ha,1999,11405,FAOSTAT,0,AUS,Australia
bana,ha,2000,13436,FAOSTAT,0,AUS,Australia
bana,ha,2001,11737,FAOSTAT,0,AUS,Australia
bana,ha,2002,12583,FAOSTAT,0,AUS,Australia
bana,ha,2003,10659,FAOSTAT,0,AUS,Australia
bana,ha,2004,10861,FAOSTAT,0,AUS,Australia
bana,ha,2005,10361,FAOSTAT,0,AUS,Australia
bana,ha,2006,11168,FAOSTAT,0,AUS,Australia
bana,ha,2007,11662,FAOSTAT,0,AUS,Australia
bana,ha,2008,9853,FAOSTAT,0,AUS,Australia
bana,ha,2009,11992,FAOSTAT,0,AUS,Australia
bana,ha,2010,11543,FAOSTAT,0,AUS,Australia
bana,ha,2011,11196,FAOSTAT,0,AUS,Australia
bana,ha,2012,13496,FAOSTAT,0,AUS,Australia
bana,ha,2013,14218,FAOSTAT,0,AUS,Australia
bana,ha,2014,12085,FAOSTAT,0,AUS,Australia
bana,ha,2015,11788,FAOSTAT,0,AUS,Australia
bana,ha,2016,16612,FAOSTAT,0,AUS,Australia
bana,ha,2017,14021,FAOSTAT,0,AUS,Australia
bana,ha,2018,12477,FAOSTAT,0,AUS,Australia
bana,ha,2019,10962,FAOSTAT,0,AUS,Australia
bana,ha,2020,12254,FAOSTAT,0,AUS,Australia
barl,ha,1961,964512,FAOSTAT,0,AUS,Australia
barl,ha,1962,820498,FAOSTAT,0,AUS,Australia
barl,ha,1963,814765,FAOSTAT,0,AUS,Australia
barl,ha,1964,835306,FAOSTAT,0,AUS,Australia
barl,ha,1965,929849,FAOSTAT,0,AUS,Australia
barl,ha,1966,1010784,FAOSTAT,0,AUS,Australia
barl,ha,1967,1056818,FAOSTAT,0,AUS,Australia
barl,ha,1968,1340995,FAOSTAT,0,AUS,Australia
barl,ha,1969,1521163,FAOSTAT,0,AUS,Australia
barl,ha,1970,2000057,FAOSTAT,0,AUS,Australia
barl,ha,1971,2535421,FAOSTAT,0,AUS,Australia
barl,ha,1972,2139902,FAOSTAT,0,AUS,Australia
barl,ha,1973,1894474,FAOSTAT,0,AUS,Australia
barl,ha,1974,1825550,FAOSTAT,0,AUS,Australia
barl,ha,1975,2329000,FAOSTAT,0,AUS,Australia
barl,ha,1976,2320963,FAOSTAT,0,AUS,Australia
barl,ha,1977,2802638,FAOSTAT,0,AUS,Australia
barl,ha,1978,2785000,FAOSTAT,0,AUS,Australia
barl,ha,1979,2482354,FAOSTAT,0,AUS,Australia
barl,ha,1980,2451000,FAOSTAT,0,AUS,Australia
barl,ha,1981,2685000,FAOSTAT,0,AUS,Australia
barl,ha,1982,2452436,FAOSTAT,0,AUS,Australia
barl,ha,1983,3108544,FAOSTAT,0,AUS,Australia
barl,ha,1984,3518105,FAOSTAT,0,AUS,Australia
barl,ha,1985,3238000,FAOSTAT,0,AUS,Australia
barl,ha,1986,2274000,FAOSTAT,0,AUS,Australia
barl,ha,1987,2346000,FAOSTAT,0,AUS,Australia
barl,ha,1988,2190112,FAOSTAT,0,AUS,Australia
barl,ha,1989,2309935,FAOSTAT,0,AUS,Australia
barl,ha,1990,2450000,FAOSTAT,0,AUS,Australia
barl,ha,1991,2650000,FAOSTAT,0,AUS,Australia
barl,ha,1992,2947000,FAOSTAT,0,AUS,Australia
barl,ha,1993,3424470,FAOSTAT,0,AUS,Australia
barl,ha,1994,2470490,FAOSTAT,0,AUS,Australia
barl,ha,1995,3110590,FAOSTAT,0,AUS,Australia
barl,ha,1996,3367000,FAOSTAT,0,AUS,Australia
barl,ha,1997,3521000,FAOSTAT,0,AUS,Australia
barl,ha,1998,3167000,FAOSTAT,0,AUS,Australia
barl,ha,1999,2589000,FAOSTAT,0,AUS,Australia
barl,ha,2000,3454000,FAOSTAT,0,AUS,Australia
barl,ha,2001,3454047,FAOSTAT,0,AUS,Australia
barl,ha,2002,3707378,FAOSTAT,0,AUS,Australia
barl,ha,2003,3863778,FAOSTAT,0,AUS,Australia
barl,ha,2004,4477024,FAOSTAT,0,AUS,Australia
barl,ha,2005,4645658,FAOSTAT,0,AUS,Australia
barl,ha,2006,4405727,FAOSTAT,0,AUS,Australia
barl,ha,2007,4181979,FAOSTAT,0,AUS,Australia
barl,ha,2008,4901838,FAOSTAT,0,AUS,Australia
barl,ha,2009,5015011,FAOSTAT,0,AUS,Australia
barl,ha,2010,4421596,FAOSTAT,0,AUS,Australia
barl,ha,2011,3680994,FAOSTAT,0,AUS,Australia
barl,ha,2012,3718261,FAOSTAT,0,AUS,Australia
barl,ha,2013,3644368,FAOSTAT,0,AUS,Australia
barl,ha,2014,3814113,FAOSTAT,0,AUS,Australia
barl,ha,2015,4078041,FAOSTAT,0,AUS,Australia
barl,ha,2016,4107648,FAOSTAT,0,AUS,Australia
barl,ha,2017,4834102,FAOSTAT,0,AUS,Australia
barl,ha,2018,4124158,FAOSTAT,0,AUS,Australia
barl,ha,2019,4436588,FAOSTAT,0,AUS,Australia
barl,ha,2020,5040903,FAOSTAT,0,AUS,Australia
bean,ha,1961,809,FAOSTAT,0,AUS,Australia
bean,ha,1962,809,FAOSTAT,0,AUS,Australia
bean,ha,1963,2023,FAOSTAT,0,AUS,Australia
bean,ha,1964,1214,FAOSTAT,0,AUS,Australia
bean,ha,1965,1214,FAOSTAT,0,AUS,Australia
bean,ha,1966,2023,FAOSTAT,0,AUS,Australia
bean,ha,1967,2428,FAOSTAT,0,AUS,Australia
bean,ha,1968,4053,FAOSTAT,0,AUS,Australia
bean,ha,1969,5266,FAOSTAT,0,AUS,Australia
bean,ha,1970,4644,FAOSTAT,0,AUS,Australia
bean,ha,1971,8412,FAOSTAT,0,AUS,Australia
bean,ha,1972,9516,FAOSTAT,0,AUS,Australia
bean,ha,1973,4523,FAOSTAT,0,AUS,Australia
bean,ha,1974,3230,FAOSTAT,0,AUS,Australia
bean,ha,1975,7592,FAOSTAT,0,AUS,Australia
bean,ha,1976,8224,FAOSTAT,0,AUS,Australia
bean,ha,1977,10360,FAOSTAT,0,AUS,Australia
bean,ha,1978,4784,FAOSTAT,0,AUS,Australia
bean,ha,1979,4297,FAOSTAT,0,AUS,Australia
bean,ha,1980,3314,FAOSTAT,0,AUS,Australia
bean,ha,1981,5690,FAOSTAT,0,AUS,Australia
bean,ha,1982,21748,FAOSTAT,0,AUS,Australia
bean,ha,1983,23017,FAOSTAT,0,AUS,Australia
bean,ha,1984,30390,FAOSTAT,0,AUS,Australia
bean,ha,1985,41006,FAOSTAT,0,AUS,Australia
bean,ha,1986,57932,FAOSTAT,0,AUS,Australia
bean,ha,1987,36235,FAOSTAT,0,AUS,Australia
bean,ha,1988,38302,FAOSTAT,0,AUS,Australia
bean,ha,1989,24572,FAOSTAT,0,AUS,Australia
bean,ha,1990,29788,FAOSTAT,0,AUS,Australia
bean,ha,1991,32174,FAOSTAT,0,AUS,Australia
bean,ha,1992,38000,FAOSTAT,0,AUS,Australia
bean,ha,1993,27800,FAOSTAT,0,AUS,Australia
bean,ha,1994,38100,FAOSTAT,0,AUS,Australia
bean,ha,1995,41100,FAOSTAT,0,AUS,Australia
bean,ha,1996,52700,FAOSTAT,0,AUS,Australia
bean,ha,1997,44000,FAOSTAT,0,AUS,Australia
bean,ha,1998,54000,FAOSTAT,0,AUS,Australia
bean,ha,1999,52000,FAOSTAT,0,AUS,Australia
bean,ha,2000,52000,FAOSTAT,0,AUS,Australia
bean,ha,2001,47200,FAOSTAT,0,AUS,Australia
bean,ha,2002,49100,FAOSTAT,0,AUS,Australia
bean,ha,2003,26678,FAOSTAT,0,AUS,Australia
bean,ha,2004,33597,FAOSTAT,0,AUS,Australia
bean,ha,2005,40380,FAOSTAT,0,AUS,Australia
bean,ha,2006,28000,FAOSTAT,0,AUS,Australia
bean,ha,2007,44291,FAOSTAT,0,AUS,Australia
bean,ha,2008,45000,FAOSTAT,0,AUS,Australia
bean,ha,2009,54585,FAOSTAT,0,AUS,Australia
bean,ha,2010,86400,FAOSTAT,0,AUS,Australia
bean,ha,2011,55000,FAOSTAT,0,AUS,Australia
bean,ha,2012,38000,FAOSTAT,0,AUS,Australia
bean,ha,2013,35000,FAOSTAT,0,AUS,Australia
bean,ha,2014,64000,FAOSTAT,0,AUS,Australia
bean,ha,2015,119000,FAOSTAT,0,AUS,Australia
bean,ha,2016,130000,FAOSTAT,0,AUS,Australia
bean,ha,2017,107294,FAOSTAT,0,AUS,Australia
bean,ha,2018,108254,FAOSTAT,0,AUS,Australia
bean,ha,2019,107078,FAOSTAT,0,AUS,Australia
bean,ha,2020,111570,FAOSTAT,0,AUS,Australia
chic,ha,1983,3100,FAOSTAT,0,AUS,Australia
chic,ha,1984,6400,FAOSTAT,0,AUS,Australia
chic,ha,1985,26400,FAOSTAT,0,AUS,Australia
chic,ha,1986,67702,FAOSTAT,0,AUS,Australia
chic,ha,1987,54870,FAOSTAT,0,AUS,Australia
chic,ha,1988,67540,FAOSTAT,0,AUS,Australia
chic,ha,1989,93077,FAOSTAT,0,AUS,Australia
chic,ha,1990,177421,FAOSTAT,0,AUS,Australia
chic,ha,1991,249671,FAOSTAT,0,AUS,Australia
chic,ha,1992,150802,FAOSTAT,0,AUS,Australia
chic,ha,1993,146837,FAOSTAT,0,AUS,Australia
chic,ha,1994,208854,FAOSTAT,0,AUS,Australia
chic,ha,1995,216415,FAOSTAT,0,AUS,Australia
chic,ha,1996,241500,FAOSTAT,0,AUS,Australia
chic,ha,1997,273000,FAOSTAT,0,AUS,Australia
chic,ha,1998,308500,FAOSTAT,0,AUS,Australia
chic,ha,1999,218000,FAOSTAT,0,AUS,Australia
chic,ha,2000,262000,FAOSTAT,0,AUS,Australia
chic,ha,2001,195000,FAOSTAT,0,AUS,Australia
chic,ha,2002,201161,FAOSTAT,0,AUS,Australia
chic,ha,2003,200815,FAOSTAT,0,AUS,Australia
chic,ha,2004,110173,FAOSTAT,0,AUS,Australia
chic,ha,2005,105300,FAOSTAT,0,AUS,Australia
chic,ha,2006,244000,FAOSTAT,0,AUS,Australia
chic,ha,2007,306000,FAOSTAT,0,AUS,Australia
chic,ha,2008,338223,FAOSTAT,0,AUS,Australia
chic,ha,2009,428982,FAOSTAT,0,AUS,Australia
chic,ha,2010,653142,FAOSTAT,0,AUS,Australia
chic,ha,2011,456070,FAOSTAT,0,AUS,Australia
chic,ha,2012,573600,FAOSTAT,0,AUS,Australia
chic,ha,2013,507800,FAOSTAT,0,AUS,Australia
chic,ha,2014,507800,FAOSTAT,0,AUS,Australia
chic,ha,2015,468000,FAOSTAT,0,AUS,Australia
chic,ha,2016,1095599,FAOSTAT,0,AUS,Australia
chic,ha,2017,1069000,FAOSTAT,0,AUS,Australia
chic,ha,2018,1075136,FAOSTAT,0,AUS,Australia
chic,ha,2019,293947,FAOSTAT,0,AUS,Australia
chic,ha,2020,263000,FAOSTAT,0,AUS,Australia
cott,ha,1961,15000,FAOSTAT,0,AUS,Australia
cott,ha,1962,11700,FAOSTAT,0,AUS,Australia
cott,ha,1963,15300,FAOSTAT,0,AUS,Australia
cott,ha,1964,15600,FAOSTAT,0,AUS,Australia
cott,ha,1965,15300,FAOSTAT,0,AUS,Australia
cott,ha,1966,22200,FAOSTAT,0,AUS,Australia
cott,ha,1967,21500,FAOSTAT,0,AUS,Australia
cott,ha,1968,31100,FAOSTAT,0,AUS,Australia
cott,ha,1969,32500,FAOSTAT,0,AUS,Australia
cott,ha,1970,31700,FAOSTAT,0,AUS,Australia
cott,ha,1971,35100,FAOSTAT,0,AUS,Australia
cott,ha,1972,40100,FAOSTAT,0,AUS,Australia
cott,ha,1973,43600,FAOSTAT,0,AUS,Australia
cott,ha,1974,41700,FAOSTAT,0,AUS,Australia
cott,ha,1975,38500,FAOSTAT,0,AUS,Australia
cott,ha,1976,29800,FAOSTAT,0,AUS,Australia
cott,ha,1977,35300,FAOSTAT,0,AUS,Australia
cott,ha,1978,41600,FAOSTAT,0,AUS,Australia
cott,ha,1979,49800,FAOSTAT,0,AUS,Australia
cott,ha,1980,75000,FAOSTAT,0,AUS,Australia
cott,ha,1981,83600,FAOSTAT,0,AUS,Australia
cott,ha,1982,103500,FAOSTAT,0,AUS,Australia
cott,ha,1983,96500,FAOSTAT,0,AUS,Australia
cott,ha,1984,137400,FAOSTAT,0,AUS,Australia
cott,ha,1985,183100,FAOSTAT,0,AUS,Australia
cott,ha,1986,177000,FAOSTAT,0,AUS,Australia
cott,ha,1987,156000,FAOSTAT,0,AUS,Australia
cott,ha,1988,244600,FAOSTAT,0,AUS,Australia
cott,ha,1989,194100,FAOSTAT,0,AUS,Australia
cott,ha,1990,239800,FAOSTAT,0,AUS,Australia
cott,ha,1991,279000,FAOSTAT,0,AUS,Australia
cott,ha,1992,312000,FAOSTAT,0,AUS,Australia
cott,ha,1993,286000,FAOSTAT,0,AUS,Australia
cott,ha,1994,294000,FAOSTAT,0,AUS,Australia
cott,ha,1995,246000,FAOSTAT,0,AUS,Australia
cott,ha,1996,303900,FAOSTAT,0,AUS,Australia
cott,ha,1997,396100,FAOSTAT,0,AUS,Australia
cott,ha,1998,438200,FAOSTAT,0,AUS,Australia
cott,ha,1999,565100,FAOSTAT,0,AUS,Australia
cott,ha,2000,464300,FAOSTAT,0,AUS,Australia
cott,ha,2001,527300,FAOSTAT,0,AUS,Australia
cott,ha,2002,409000,FAOSTAT,0,AUS,Australia
cott,ha,2003,224500,FAOSTAT,0,AUS,Australia
cott,ha,2004,198100,FAOSTAT,0,AUS,Australia
cott,ha,2005,320900,FAOSTAT,0,AUS,Australia
cott,ha,2006,335500,FAOSTAT,0,AUS,Australia
cott,ha,2007,143600,FAOSTAT,0,AUS,Australia
cott,ha,2008,62700,FAOSTAT,0,AUS,Australia
cott,ha,2009,164000,FAOSTAT,0,AUS,Australia
cott,ha,2010,208300,FAOSTAT,0,AUS,Australia
cott,ha,2011,588294,FAOSTAT,0,AUS,Australia
cott,ha,2012,596497,FAOSTAT,0,AUS,Australia
cott,ha,2013,444000,FAOSTAT,0,AUS,Australia
cott,ha,2014,390031,FAOSTAT,0,AUS,Australia
cott,ha,2015,197000,FAOSTAT,0,AUS,Australia
cott,ha,2016,280422,FAOSTAT,0,AUS,Australia
cott,ha,2017,518589,FAOSTAT,0,AUS,Australia
cott,ha,2018,485101,FAOSTAT,0,AUS,Australia
cott,ha,2019,303484,FAOSTAT,0,AUS,Australia
cott,ha,2020,69886,FAOSTAT,0,AUS,Australia
cowp,ha,1984,7782,FAOSTAT,0,AUS,Australia
cowp,ha,1985,6394,FAOSTAT,0,AUS,Australia
cowp,ha,1986,8400,FAOSTAT,0,AUS,Australia
cowp,ha,1987,14400,FAOSTAT,0,AUS,Australia
cowp,ha,1988,13700,FAOSTAT,0,AUS,Australia
cowp,ha,1989,7000,FAOSTAT,0,AUS,Australia
cowp,ha,1990,3886,FAOSTAT,0,AUS,Australia
cowp,ha,1991,4578,FAOSTAT,0,AUS,Australia
cowp,ha,1992,9321,FAOSTAT,0,AUS,Australia
cowp,ha,1993,6304,FAOSTAT,0,AUS,Australia
grou,ha,1961,17313,FAOSTAT,0,AUS,Australia
grou,ha,1962,13764,FAOSTAT,0,AUS,Australia
grou,ha,1963,14547,FAOSTAT,0,AUS,Australia
grou,ha,1964,18194,FAOSTAT,0,AUS,Australia
grou,ha,1965,18597,FAOSTAT,0,AUS,Australia
grou,ha,1966,23353,FAOSTAT,0,AUS,Australia
grou,ha,1967,28147,FAOSTAT,0,AUS,Australia
grou,ha,1968,25090,FAOSTAT,0,AUS,Australia
grou,ha,1969,31823,FAOSTAT,0,AUS,Australia
grou,ha,1970,33598,FAOSTAT,0,AUS,Australia
grou,ha,1971,38584,FAOSTAT,0,AUS,Australia
grou,ha,1972,33752,FAOSTAT,0,AUS,Australia
grou,ha,1973,29136,FAOSTAT,0,AUS,Australia
grou,ha,1974,25932,FAOSTAT,0,AUS,Australia
grou,ha,1975,24131,FAOSTAT,0,AUS,Australia
grou,ha,1976,27300,FAOSTAT,0,AUS,Australia
grou,ha,1977,31011,FAOSTAT,0,AUS,Australia
grou,ha,1978,30263,FAOSTAT,0,AUS,Australia
grou,ha,1979,36912,FAOSTAT,0,AUS,Australia
grou,ha,1980,31659,FAOSTAT,0,AUS,Australia
grou,ha,1981,27105,FAOSTAT,0,AUS,Australia
grou,ha,1982,33371,FAOSTAT,0,AUS,Australia
grou,ha,1983,35878,FAOSTAT,0,AUS,Australia
grou,ha,1984,32228,FAOSTAT,0,AUS,Australia
grou,ha,1985,29966,FAOSTAT,0,AUS,Australia
grou,ha,1986,29210,FAOSTAT,0,AUS,Australia
grou,ha,1987,34313,FAOSTAT,0,AUS,Australia
grou,ha,1988,32023,FAOSTAT,0,AUS,Australia
grou,ha,1989,22423,FAOSTAT,0,AUS,Australia
grou,ha,1990,18350,FAOSTAT,0,AUS,Australia
grou,ha,1991,18235,FAOSTAT,0,AUS,Australia
grou,ha,1992,23000,FAOSTAT,0,AUS,Australia
grou,ha,1993,21826,FAOSTAT,0,AUS,Australia
grou,ha,1994,13113,FAOSTAT,0,AUS,Australia
grou,ha,1995,20578,FAOSTAT,0,AUS,Australia
grou,ha,1996,22100,FAOSTAT,0,AUS,Australia
grou,ha,1997,22400,FAOSTAT,0,AUS,Australia
grou,ha,1998,21000,FAOSTAT,0,AUS,Australia
grou,ha,1999,20200,FAOSTAT,0,AUS,Australia
grou,ha,2000,17400,FAOSTAT,0,AUS,Australia
grou,ha,2001,17390,FAOSTAT,0,AUS,Australia
grou,ha,2002,14705,FAOSTAT,0,AUS,Australia
grou,ha,2003,10254,FAOSTAT,0,AUS,Australia
grou,ha,2004,13801,FAOSTAT,0,AUS,Australia
grou,ha,2005,14005,FAOSTAT,0,AUS,Australia
grou,ha,2006,11896,FAOSTAT,0,AUS,Australia
grou,ha,2007,12197,FAOSTAT,0,AUS,Australia
grou,ha,2008,11000,FAOSTAT,0,AUS,Australia
grou,ha,2009,9954,FAOSTAT,0,AUS,Australia
grou,ha,2010,11800,FAOSTAT,0,AUS,Australia
grou,ha,2011,7282,FAOSTAT,0,AUS,Australia
grou,ha,2012,7354,FAOSTAT,0,AUS,Australia
grou,ha,2013,7602,FAOSTAT,0,AUS,Australia
grou,ha,2014,5836,FAOSTAT,0,AUS,Australia
grou,ha,2015,4823,FAOSTAT,0,AUS,Australia
grou,ha,2016,4837,FAOSTAT,0,AUS,Australia
grou,ha,2017,5495,FAOSTAT,0,AUS,Australia
grou,ha,2018,4428,FAOSTAT,0,AUS,Australia
grou,ha,2019,4405,FAOSTAT,0,AUS,Australia
grou,ha,2020,4519,FAOSTAT,0,AUS,Australia
lent,ha,1988,2000,FAOSTAT,0,AUS,Australia
lent,ha,1989,3000,FAOSTAT,0,AUS,Australia
lent,ha,1990,4000,FAOSTAT,0,AUS,Australia
lent,ha,1991,3000,FAOSTAT,0,AUS,Australia
lent,ha,1992,4000,FAOSTAT,0,AUS,Australia
lent,ha,1993,5000,FAOSTAT,0,AUS,Australia
lent,ha,1994,6000,FAOSTAT,0,AUS,Australia
lent,ha,1995,8000,FAOSTAT,0,AUS,Australia
lent,ha,1996,18000,FAOSTAT,0,AUS,Australia
lent,ha,1997,57000,FAOSTAT,0,AUS,Australia
lent,ha,1998,66000,FAOSTAT,0,AUS,Australia
lent,ha,1999,75000,FAOSTAT,0,AUS,Australia
lent,ha,2000,117000,FAOSTAT,0,AUS,Australia
lent,ha,2001,158000,FAOSTAT,0,AUS,Australia
lent,ha,2002,165000,FAOSTAT,0,AUS,Australia
lent,ha,2003,83063,FAOSTAT,0,AUS,Australia
lent,ha,2004,127612,FAOSTAT,0,AUS,Australia
lent,ha,2005,178170,FAOSTAT,0,AUS,Australia
lent,ha,2006,207474,FAOSTAT,0,AUS,Australia
lent,ha,2007,130000,FAOSTAT,0,AUS,Australia
lent,ha,2008,116997,FAOSTAT,0,AUS,Australia
lent,ha,2009,104000,FAOSTAT,0,AUS,Australia
lent,ha,2010,218763,FAOSTAT,0,AUS,Australia
lent,ha,2011,172840,FAOSTAT,0,AUS,Australia
lent,ha,2012,165400,FAOSTAT,0,AUS,Australia
lent,ha,2013,169700,FAOSTAT,0,AUS,Australia
lent,ha,2014,209000,FAOSTAT,0,AUS,Australia
lent,ha,2015,185000,FAOSTAT,0,AUS,Australia
lent,ha,2016,233924,FAOSTAT,0,AUS,Australia
lent,ha,2017,693393,FAOSTAT,0,AUS,Australia
lent,ha,2018,418495,FAOSTAT,0,AUS,Australia
lent,ha,2019,400100,FAOSTAT,0,AUS,Australia
lent,ha,2020,412381,FAOSTAT,0,AUS,Australia
