crop,unit,year,value,source,adm_level,adm_code,adm_name
rape,ha,1972,77547,FAOSTAT,0,AUS,Australia
rape,ha,1973,17253,FAOSTAT,0,AUS,Australia
rape,ha,1974,12167,FAOSTAT,0,AUS,Australia
rape,ha,1975,16133,FAOSTAT,0,AUS,Australia
rape,ha,1976,8435,FAOSTAT,0,AUS,Australia
rape,ha,1977,20839,FAOSTAT,0,AUS,Australia
rape,ha,1978,24000,FAOSTAT,0,AUS,Australia
rape,ha,1979,42885,FAOSTAT,0,AUS,Australia
rape,ha,1980,24138,FAOSTAT,0,AUS,Australia
rape,ha,1981,15996,FAOSTAT,0,AUS,Australia
rape,ha,1982,12690,FAOSTAT,0,AUS,Australia
rape,ha,1983,18165,FAOSTAT,0,AUS,Australia
rape,ha,1984,30381,FAOSTAT,0,AUS,Australia
rape,ha,1985,74556,FAOSTAT,0,AUS,Australia
rape,ha,1986,66298,FAOSTAT,0,AUS,Australia
rape,ha,1987,58779,FAOSTAT,0,AUS,Australia
rape,ha,1988,43235,FAOSTAT,0,AUS,Australia
rape,ha,1989,50466,FAOSTAT,0,AUS,Australia
rape,ha,1990,73269,FAOSTAT,0,AUS,Australia
rape,ha,1991,151395,FAOSTAT,0,AUS,Australia
rape,ha,1992,107433,FAOSTAT,0,AUS,Australia
rape,ha,1993,176848,FAOSTAT,0,AUS,Australia
rape,ha,1994,356234,FAOSTAT,0,AUS,Australia
rape,ha,1995,376558,FAOSTAT,0,AUS,Australia
rape,ha,1996,408000,FAOSTAT,0,AUS,Australia
rape,ha,1997,698000,FAOSTAT,0,AUS,Australia
rape,ha,1998,1247000,FAOSTAT,0,AUS,Australia
rape,ha,1999,1917000,FAOSTAT,0,AUS,Australia
rape,ha,2000,1459000,FAOSTAT,0,AUS,Australia
rape,ha,2001,1459113,FAOSTAT,0,AUS,Australia
rape,ha,2002,1331505,FAOSTAT,0,AUS,Australia
rape,ha,2003,1297554,FAOSTAT,0,AUS,Australia
rape,ha,2004,1211078,FAOSTAT,0,AUS,Australia
rape,ha,2005,1377061,FAOSTAT,0,AUS,Australia
rape,ha,2006,971704,FAOSTAT,0,AUS,Australia
rape,ha,2007,1051829,FAOSTAT,0,AUS,Australia
rape,ha,2008,1277099,FAOSTAT,0,AUS,Australia
rape,ha,2009,1692646,FAOSTAT,0,AUS,Australia
rape,ha,2010,1694955,FAOSTAT,0,AUS,Australia
rape,ha,2011,2077542,FAOSTAT,0,AUS,Australia
rape,ha,2012,2460972,FAOSTAT,0,AUS,Australia
rape,ha,2013,3271649,FAOSTAT,0,AUS,Australia
rape,ha,2014,2720835,FAOSTAT,0,AUS,Australia
rape,ha,2015,2896951,FAOSTAT,0,AUS,Australia
rape,ha,2016,2090892,FAOSTAT,0,AUS,Australia
rape,ha,2017,2681162,FAOSTAT,0,AUS,Australia
rape,ha,2018,3171117,FAOSTAT,0,AUS,Australia
rape,ha,2019,2119836,FAOSTAT,0,AUS,Australia
rape,ha,2020,2034057,FAOSTAT,0,AUS,Australia
rest,ha,1961,876,FAOSTAT,0,AUS,Australia
rest,ha,1962,923,FAOSTAT,0,AUS,Australia
rest,ha,1963,947,FAOSTAT,0,AUS,Australia
rest,ha,1964,993,FAOSTAT,0,AUS,Australia
rest,ha,1965,940,FAOSTAT,0,AUS,Australia
rest,ha,1966,938,FAOSTAT,0,AUS,Australia
rest,ha,1967,946,FAOSTAT,0,AUS,Australia
rest,ha,1968,909,FAOSTAT,0,AUS,Australia
rest,ha,1969,929,FAOSTAT,0,AUS,Australia
rest,ha,1970,1064,FAOSTAT,0,AUS,Australia
rest,ha,1971,959,FAOSTAT,0,AUS,Australia
rest,ha,1972,1148,FAOSTAT,0,AUS,Australia
rest,ha,1973,1219,FAOSTAT,0,AUS,Australia
rest,ha,1974,1361,FAOSTAT,0,AUS,Australia
rest,ha,1975,1390,FAOSTAT,0,AUS,Australia
rest,ha,1976,1485,FAOSTAT,0,AUS,Australia
rest,ha,1977,1511,FAOSTAT,0,AUS,Australia
rest,ha,1978,1996,FAOSTAT,0,AUS,Australia
rest,ha,1979,2103,FAOSTAT,0,AUS,Australia
rest,ha,1980,3500,FAOSTAT,0,AUS,Australia
rest,ha,1981,4115,FAOSTAT,0,AUS,Australia
rest,ha,1982,3780,FAOSTAT,0,AUS,Australia
rest,ha,1983,3969,FAOSTAT,0,AUS,Australia
rest,ha,1984,4672,FAOSTAT,0,AUS,Australia
rest,ha,1985,5264,FAOSTAT,0,AUS,Australia
rest,ha,1986,7600,FAOSTAT,0,AUS,Australia
rest,ha,1987,7860,FAOSTAT,0,AUS,Australia
rest,ha,1988,9099,FAOSTAT,0,AUS,Australia
rest,ha,1989,11838,FAOSTAT,0,AUS,Australia
rest,ha,1990,10186,FAOSTAT,0,AUS,Australia
rest,ha,1991,12942,FAOSTAT,0,AUS,Australia
rest,ha,1992,14321,FAOSTAT,0,AUS,Australia
rest,ha,1993,16880,FAOSTAT,0,AUS,Australia
rest,ha,1994,18210,FAOSTAT,0,AUS,Australia
rest,ha,1995,17531,FAOSTAT,0,AUS,Australia
rest,ha,1996,15882,FAOSTAT,0,AUS,Australia
rest,ha,1997,17166,FAOSTAT,0,AUS,Australia
rest,ha,1998,19450,FAOSTAT,0,AUS,Australia
rest,ha,1999,20344,FAOSTAT,0,AUS,Australia
rest,ha,2000,19639,FAOSTAT,0,AUS,Australia
rest,ha,2001,15878,FAOSTAT,0,AUS,Australia
rest,ha,2002,16736,FAOSTAT,0,AUS,Australia
rest,ha,2003,17676,FAOSTAT,0,AUS,Australia
rest,ha,2004,20008,FAOSTAT,0,AUS,Australia
rest,ha,2005,20856,FAOSTAT,0,AUS,Australia
rest,ha,2006,25282,FAOSTAT,0,AUS,Australia
rest,ha,2007,28430,FAOSTAT,0,AUS,Australia
rest,ha,2008,33833,FAOSTAT,0,AUS,Australia
rest,ha,2009,39619,FAOSTAT,0,AUS,Australia
rest,ha,2010,47775,FAOSTAT,0,AUS,Australia
rest,ha,2011,54224,FAOSTAT,0,AUS,Australia
rest,ha,2012,55035,FAOSTAT,0,AUS,Australia
rest,ha,2013,54913,FAOSTAT,0,AUS,Australia
rest,ha,2014,57015,FAOSTAT,0,AUS,Australia
rest,ha,2015,64352,FAOSTAT,0,AUS,Australia
rest,ha,2016,61606,FAOSTAT,0,AUS,Australia
rest,ha,2017,64083,FAOSTAT,0,AUS,Australia
rest,ha,2018,63784,FAOSTAT,0,AUS,Australia
rest,ha,2019,71923,FAOSTAT,0,AUS,Australia
rest,ha,2020,74285,FAOSTAT,0,AUS,Australia
rice,ha,1961,20000,FAOSTAT,0,AUS,Australia
rice,ha,1962,20309,FAOSTAT,0,AUS,Australia
rice,ha,1963,22229,FAOSTAT,0,AUS,Australia
rice,ha,1964,24038,FAOSTAT,0,AUS,Australia
rice,ha,1965,24935,FAOSTAT,0,AUS,Australia
rice,ha,1966,26061,FAOSTAT,0,AUS,Australia
rice,ha,1967,29835,FAOSTAT,0,AUS,Australia
rice,ha,1968,30738,FAOSTAT,0,AUS,Australia
rice,ha,1969,33696,FAOSTAT,0,AUS,Australia
rice,ha,1970,40145,FAOSTAT,0,AUS,Australia
rice,ha,1971,40721,FAOSTAT,0,AUS,Australia
rice,ha,1972,40469,FAOSTAT,0,AUS,Australia
rice,ha,1973,45100,FAOSTAT,0,AUS,Australia
rice,ha,1974,67502,FAOSTAT,0,AUS,Australia
rice,ha,1975,75562,FAOSTAT,0,AUS,Australia
rice,ha,1976,74840,FAOSTAT,0,AUS,Australia
rice,ha,1977,92038,FAOSTAT,0,AUS,Australia
rice,ha,1978,91434,FAOSTAT,0,AUS,Australia
rice,ha,1979,110230,FAOSTAT,0,AUS,Australia
rice,ha,1980,116356,FAOSTAT,0,AUS,Australia
rice,ha,1981,106000,FAOSTAT,0,AUS,Australia
rice,ha,1982,127000,FAOSTAT,0,AUS,Australia
rice,ha,1983,77000,FAOSTAT,0,AUS,Australia
rice,ha,1984,119038,FAOSTAT,0,AUS,Australia
rice,ha,1985,121800,FAOSTAT,0,AUS,Australia
rice,ha,1986,106100,FAOSTAT,0,AUS,Australia
rice,ha,1987,95900,FAOSTAT,0,AUS,Australia
rice,ha,1988,105400,FAOSTAT,0,AUS,Australia
rice,ha,1989,97000,FAOSTAT,0,AUS,Australia
rice,ha,1990,105000,FAOSTAT,0,AUS,Australia
rice,ha,1991,89000,FAOSTAT,0,AUS,Australia
rice,ha,1992,127000,FAOSTAT,0,AUS,Australia
rice,ha,1993,125000,FAOSTAT,0,AUS,Australia
rice,ha,1994,132700,FAOSTAT,0,AUS,Australia
rice,ha,1995,129200,FAOSTAT,0,AUS,Australia
rice,ha,1996,149700,FAOSTAT,0,AUS,Australia
rice,ha,1997,166700,FAOSTAT,0,AUS,Australia
rice,ha,1998,141200,FAOSTAT,0,AUS,Australia
rice,ha,1999,151700,FAOSTAT,0,AUS,Australia
rice,ha,2000,133300,FAOSTAT,0,AUS,Australia
rice,ha,2001,176576,FAOSTAT,0,AUS,Australia
rice,ha,2002,144369,FAOSTAT,0,AUS,Australia
rice,ha,2003,45838,FAOSTAT,0,AUS,Australia
rice,ha,2004,66396,FAOSTAT,0,AUS,Australia
rice,ha,2005,51216,FAOSTAT,0,AUS,Australia
rice,ha,2006,102128,FAOSTAT,0,AUS,Australia
rice,ha,2007,19708,FAOSTAT,0,AUS,Australia
rice,ha,2008,2318,FAOSTAT,0,AUS,Australia
rice,ha,2009,7194,FAOSTAT,0,AUS,Australia
rice,ha,2010,18931,FAOSTAT,0,AUS,Australia
rice,ha,2011,75783,FAOSTAT,0,AUS,Australia
rice,ha,2012,103115,FAOSTAT,0,AUS,Australia
rice,ha,2013,113638,FAOSTAT,0,AUS,Australia
rice,ha,2014,76692,FAOSTAT,0,AUS,Australia
rice,ha,2015,69664,FAOSTAT,0,AUS,Australia
rice,ha,2016,26625,FAOSTAT,0,AUS,Australia
rice,ha,2017,82204,FAOSTAT,0,AUS,Australia
rice,ha,2018,61151,FAOSTAT,0,AUS,Australia
rice,ha,2019,7620,FAOSTAT,0,AUS,Australia
rice,ha,2020,5007,FAOSTAT,0,AUS,Australia
sorg,ha,1961,103238,FAOSTAT,0,AUS,Australia
sorg,ha,1962,146764,FAOSTAT,0,AUS,Australia
sorg,ha,1963,158365,FAOSTAT,0,AUS,Australia
sorg,ha,1964,147994,FAOSTAT,0,AUS,Australia
sorg,ha,1965,139913,FAOSTAT,0,AUS,Australia
sorg,ha,1966,175403,FAOSTAT,0,AUS,Australia
sorg,ha,1967,203296,FAOSTAT,0,AUS,Australia
sorg,ha,1968,186900,FAOSTAT,0,AUS,Australia
sorg,ha,1969,209700,FAOSTAT,0,AUS,Australia
sorg,ha,1970,358746,FAOSTAT,0,AUS,Australia
sorg,ha,1971,552106,FAOSTAT,0,AUS,Australia
sorg,ha,1972,638400,FAOSTAT,0,AUS,Australia
sorg,ha,1973,697162,FAOSTAT,0,AUS,Australia
sorg,ha,1974,539671,FAOSTAT,0,AUS,Australia
sorg,ha,1975,511089,FAOSTAT,0,AUS,Australia
sorg,ha,1976,504000,FAOSTAT,0,AUS,Australia
sorg,ha,1977,532073,FAOSTAT,0,AUS,Australia
sorg,ha,1978,394100,FAOSTAT,0,AUS,Australia
sorg,ha,1979,468749,FAOSTAT,0,AUS,Australia
sorg,ha,1980,518605,FAOSTAT,0,AUS,Australia
sorg,ha,1981,658000,FAOSTAT,0,AUS,Australia
sorg,ha,1982,649000,FAOSTAT,0,AUS,Australia
sorg,ha,1983,706527,FAOSTAT,0,AUS,Australia
sorg,ha,1984,730325,FAOSTAT,0,AUS,Australia
sorg,ha,1985,723000,FAOSTAT,0,AUS,Australia
sorg,ha,1986,734163,FAOSTAT,0,AUS,Australia
sorg,ha,1987,818339,FAOSTAT,0,AUS,Australia
sorg,ha,1988,744958,FAOSTAT,0,AUS,Australia
sorg,ha,1989,624864,FAOSTAT,0,AUS,Australia
sorg,ha,1990,380034,FAOSTAT,0,AUS,Australia
sorg,ha,1991,377801,FAOSTAT,0,AUS,Australia
sorg,ha,1992,569137,FAOSTAT,0,AUS,Australia
sorg,ha,1993,427000,FAOSTAT,0,AUS,Australia
sorg,ha,1994,499461,FAOSTAT,0,AUS,Australia
sorg,ha,1995,686246,FAOSTAT,0,AUS,Australia
sorg,ha,1996,769928,FAOSTAT,0,AUS,Australia
sorg,ha,1997,544000,FAOSTAT,0,AUS,Australia
sorg,ha,1998,507000,FAOSTAT,0,AUS,Australia
sorg,ha,1999,587000,FAOSTAT,0,AUS,Australia
sorg,ha,2000,622267,FAOSTAT,0,AUS,Australia
sorg,ha,2001,757727,FAOSTAT,0,AUS,Australia
sorg,ha,2002,822771,FAOSTAT,0,AUS,Australia
sorg,ha,2003,666721,FAOSTAT,0,AUS,Australia
sorg,ha,2004,734234,FAOSTAT,0,AUS,Australia
sorg,ha,2005,755029,FAOSTAT,0,AUS,Australia
sorg,ha,2006,766680,FAOSTAT,0,AUS,Australia
sorg,ha,2007,613341,FAOSTAT,0,AUS,Australia
sorg,ha,2008,941550,FAOSTAT,0,AUS,Australia
sorg,ha,2009,766986,FAOSTAT,0,AUS,Australia
sorg,ha,2010,497909,FAOSTAT,0,AUS,Australia
sorg,ha,2011,633071,FAOSTAT,0,AUS,Australia
sorg,ha,2012,659279,FAOSTAT,0,AUS,Australia
sorg,ha,2013,647812,FAOSTAT,0,AUS,Australia
sorg,ha,2014,531996,FAOSTAT,0,AUS,Australia
sorg,ha,2015,732473,FAOSTAT,0,AUS,Australia
sorg,ha,2016,520527,FAOSTAT,0,AUS,Australia
sorg,ha,2017,367920,FAOSTAT,0,AUS,Australia
sorg,ha,2018,462191,FAOSTAT,0,AUS,Australia
sorg,ha,2019,550279,FAOSTAT,0,AUS,Australia
sorg,ha,2020,204113,FAOSTAT,0,AUS,Australia
soyb,ha,1961,300,FAOSTAT,0,AUS,Australia
soyb,ha,1962,336,FAOSTAT,0,AUS,Australia
soyb,ha,1963,1002,FAOSTAT,0,AUS,Australia
soyb,ha,1964,1673,FAOSTAT,0,AUS,Australia
soyb,ha,1965,1837,FAOSTAT,0,AUS,Australia
soyb,ha,1966,1996,FAOSTAT,0,AUS,Australia
soyb,ha,1967,1168,FAOSTAT,0,AUS,Australia
soyb,ha,1968,1619,FAOSTAT,0,AUS,Australia
soyb,ha,1969,2093,FAOSTAT,0,AUS,Australia
soyb,ha,1970,4967,FAOSTAT,0,AUS,Australia
soyb,ha,1971,7326,FAOSTAT,0,AUS,Australia
soyb,ha,1972,18019,FAOSTAT,0,AUS,Australia
soyb,ha,1973,27963,FAOSTAT,0,AUS,Australia
soyb,ha,1974,40849,FAOSTAT,0,AUS,Australia
soyb,ha,1975,45909,FAOSTAT,0,AUS,Australia
soyb,ha,1976,26320,FAOSTAT,0,AUS,Australia
soyb,ha,1977,34592,FAOSTAT,0,AUS,Australia
soyb,ha,1978,49900,FAOSTAT,0,AUS,Australia
soyb,ha,1979,53656,FAOSTAT,0,AUS,Australia
soyb,ha,1980,56529,FAOSTAT,0,AUS,Australia
soyb,ha,1981,39600,FAOSTAT,0,AUS,Australia
soyb,ha,1982,40532,FAOSTAT,0,AUS,Australia
soyb,ha,1983,48282,FAOSTAT,0,AUS,Australia
soyb,ha,1984,48081,FAOSTAT,0,AUS,Australia
soyb,ha,1985,63061,FAOSTAT,0,AUS,Australia
soyb,ha,1986,71000,FAOSTAT,0,AUS,Australia
soyb,ha,1987,54428,FAOSTAT,0,AUS,Australia
soyb,ha,1988,43453,FAOSTAT,0,AUS,Australia
soyb,ha,1989,70712,FAOSTAT,0,AUS,Australia
soyb,ha,1990,49251,FAOSTAT,0,AUS,Australia
soyb,ha,1991,39880,FAOSTAT,0,AUS,Australia
soyb,ha,1992,29611,FAOSTAT,0,AUS,Australia
soyb,ha,1993,30239,FAOSTAT,0,AUS,Australia
soyb,ha,1994,40633,FAOSTAT,0,AUS,Australia
soyb,ha,1995,17787,FAOSTAT,0,AUS,Australia
soyb,ha,1996,23803,FAOSTAT,0,AUS,Australia
soyb,ha,1997,39000,FAOSTAT,0,AUS,Australia
soyb,ha,1998,31700,FAOSTAT,0,AUS,Australia
soyb,ha,1999,48000,FAOSTAT,0,AUS,Australia
soyb,ha,2000,56000,FAOSTAT,0,AUS,Australia
soyb,ha,2001,33262,FAOSTAT,0,AUS,Australia
soyb,ha,2002,32360,FAOSTAT,0,AUS,Australia
soyb,ha,2003,6241,FAOSTAT,0,AUS,Australia
soyb,ha,2004,27018,FAOSTAT,0,AUS,Australia
soyb,ha,2005,26585,FAOSTAT,0,AUS,Australia
soyb,ha,2006,23889,FAOSTAT,0,AUS,Australia
soyb,ha,2007,13131,FAOSTAT,0,AUS,Australia
soyb,ha,2008,14900,FAOSTAT,0,AUS,Australia
soyb,ha,2009,42326,FAOSTAT,0,AUS,Australia
soyb,ha,2010,31300,FAOSTAT,0,AUS,Australia
soyb,ha,2011,17361,FAOSTAT,0,AUS,Australia
soyb,ha,2012,38100,FAOSTAT,0,AUS,Australia
soyb,ha,2013,41100,FAOSTAT,0,AUS,Australia
soyb,ha,2014,24911,FAOSTAT,0,AUS,Australia
soyb,ha,2015,20185,FAOSTAT,0,AUS,Australia
soyb,ha,2016,20789,FAOSTAT,0,AUS,Australia
soyb,ha,2017,16658,FAOSTAT,0,AUS,Australia
soyb,ha,2018,32073,FAOSTAT,0,AUS,Australia
soyb,ha,2019,13397,FAOSTAT,0,AUS,Australia
soyb,ha,2020,9775,FAOSTAT,0,AUS,Australia
sugc,ha,1961,156521,FAOSTAT,0,AUS,Australia
sugc,ha,1962,162514,FAOSTAT,0,AUS,Australia
sugc,ha,1963,168981,FAOSTAT,0,AUS,Australia
sugc,ha,1964,190355,FAOSTAT,0,AUS,Australia
sugc,ha,1965,203635,FAOSTAT,0,AUS,Australia
sugc,ha,1966,225407,FAOSTAT,0,AUS,Australia
sugc,ha,1967,223829,FAOSTAT,0,AUS,Australia
sugc,ha,1968,230052,FAOSTAT,0,AUS,Australia
sugc,ha,1969,212786,FAOSTAT,0,AUS,Australia
sugc,ha,1970,220521,FAOSTAT,0,AUS,Australia
sugc,ha,1971,233737,FAOSTAT,0,AUS,Australia
sugc,ha,1972,241699,FAOSTAT,0,AUS,Australia
sugc,ha,1973,225854,FAOSTAT,0,AUS,Australia
sugc,ha,1974,253142,FAOSTAT,0,AUS,Australia
sugc,ha,1975,256800,FAOSTAT,0,AUS,Australia
sugc,ha,1976,288186,FAOSTAT,0,AUS,Australia
sugc,ha,1977,295162,FAOSTAT,0,AUS,Australia
sugc,ha,1978,251700,FAOSTAT,0,AUS,Australia
sugc,ha,1979,267197,FAOSTAT,0,AUS,Australia
sugc,ha,1980,288277,FAOSTAT,0,AUS,Australia
sugc,ha,1981,315944,FAOSTAT,0,AUS,Australia
sugc,ha,1982,318483,FAOSTAT,0,AUS,Australia
sugc,ha,1983,307155,FAOSTAT,0,AUS,Australia
sugc,ha,1984,312634,FAOSTAT,0,AUS,Australia
sugc,ha,1985,303700,FAOSTAT,0,AUS,Australia
sugc,ha,1986,311000,FAOSTAT,0,AUS,Australia
sugc,ha,1987,307161,FAOSTAT,0,AUS,Australia
sugc,ha,1988,317000,FAOSTAT,0,AUS,Australia
sugc,ha,1989,313000,FAOSTAT,0,AUS,Australia
sugc,ha,1990,332000,FAOSTAT,0,AUS,Australia
sugc,ha,1991,341000,FAOSTAT,0,AUS,Australia
sugc,ha,1992,329000,FAOSTAT,0,AUS,Australia
sugc,ha,1993,328000,FAOSTAT,0,AUS,Australia
sugc,ha,1994,338000,FAOSTAT,0,AUS,Australia
sugc,ha,1995,365000,FAOSTAT,0,AUS,Australia
sugc,ha,1996,383000,FAOSTAT,0,AUS,Australia
sugc,ha,1997,401000,FAOSTAT,0,AUS,Australia
sugc,ha,1998,420000,FAOSTAT,0,AUS,Australia
sugc,ha,1999,414000,FAOSTAT,0,AUS,Australia
sugc,ha,2000,419000,FAOSTAT,0,AUS,Australia
sugc,ha,2001,403324,FAOSTAT,0,AUS,Australia
sugc,ha,2002,426159,FAOSTAT,0,AUS,Australia
sugc,ha,2003,448189,FAOSTAT,0,AUS,Australia
sugc,ha,2004,447644,FAOSTAT,0,AUS,Australia
sugc,ha,2005,433953,FAOSTAT,0,AUS,Australia
sugc,ha,2006,397745,FAOSTAT,0,AUS,Australia
sugc,ha,2007,408624,FAOSTAT,0,AUS,Australia
sugc,ha,2008,380543,FAOSTAT,0,AUS,Australia
sugc,ha,2009,391291,FAOSTAT,0,AUS,Australia
sugc,ha,2010,389471,FAOSTAT,0,AUS,Australia
sugc,ha,2011,308104,FAOSTAT,0,AUS,Australia
sugc,ha,2012,338626,FAOSTAT,0,AUS,Australia
sugc,ha,2013,329303,FAOSTAT,0,AUS,Australia
sugc,ha,2014,375216,FAOSTAT,0,AUS,Australia
sugc,ha,2015,376530,FAOSTAT,0,AUS,Australia
sugc,ha,2016,447204,FAOSTAT,0,AUS,Australia
sugc,ha,2017,453470,FAOSTAT,0,AUS,Australia
sugc,ha,2018,442958,FAOSTAT,0,AUS,Australia
sugc,ha,2019,395399,FAOSTAT,0,AUS,Australia
sugc,ha,2020,366426,FAOSTAT,0,AUS,Australia
sunf,ha,1961,2755,FAOSTAT,0,AUS,Australia
sunf,ha,1962,1812,FAOSTAT,0,AUS,Australia
sunf,ha,1963,3937,FAOSTAT,0,AUS,Australia
sunf,ha,1964,3750,FAOSTAT,0,AUS,Australia
sunf,ha,1965,3138,FAOSTAT,0,AUS,Australia
sunf,ha,1966,5224,FAOSTAT,0,AUS,Australia
sunf,ha,1967,3906,FAOSTAT,0,AUS,Australia
sunf,ha,1968,6046,FAOSTAT,0,AUS,Australia
sunf,ha,1969,13642,FAOSTAT,0,AUS,Australia
sunf,ha,1970,25981,FAOSTAT,0,AUS,Australia
sunf,ha,1971,75716,FAOSTAT,0,AUS,Australia
sunf,ha,1972,295019,FAOSTAT,0,AUS,Australia
sunf,ha,1973,241840,FAOSTAT,0,AUS,Australia
sunf,ha,1974,150578,FAOSTAT,0,AUS,Australia
sunf,ha,1975,209474,FAOSTAT,0,AUS,Australia
sunf,ha,1976,136880,FAOSTAT,0,AUS,Australia
sunf,ha,1977,134637,FAOSTAT,0,AUS,Australia
sunf,ha,1978,220442,FAOSTAT,0,AUS,Australia
sunf,ha,1979,260663,FAOSTAT,0,AUS,Australia
sunf,ha,1980,221126,FAOSTAT,0,AUS,Australia
sunf,ha,1981,197706,FAOSTAT,0,AUS,Australia
sunf,ha,1982,177547,FAOSTAT,0,AUS,Australia
sunf,ha,1983,176051,FAOSTAT,0,AUS,Australia
sunf,ha,1984,233510,FAOSTAT,0,AUS,Australia
sunf,ha,1985,354000,FAOSTAT,0,AUS,Australia
sunf,ha,1986,276853,FAOSTAT,0,AUS,Australia
sunf,ha,1987,192812,FAOSTAT,0,AUS,Australia
sunf,ha,1988,199890,FAOSTAT,0,AUS,Australia
sunf,ha,1989,184767,FAOSTAT,0,AUS,Australia
sunf,ha,1990,66412,FAOSTAT,0,AUS,Australia
sunf,ha,1991,166408,FAOSTAT,0,AUS,Australia
sunf,ha,1992,78650,FAOSTAT,0,AUS,Australia
sunf,ha,1993,59684,FAOSTAT,0,AUS,Australia
sunf,ha,1994,112707,FAOSTAT,0,AUS,Australia
