crop,unit,year,value,source,adm_level,adm_code,adm_name
sunf,ha,1995,135661,FAOSTAT,0,AUS,Australia
sunf,ha,1996,82360,FAOSTAT,0,AUS,Australia
sunf,ha,1997,138800,FAOSTAT,0,AUS,Australia
sunf,ha,1998,92400,FAOSTAT,0,AUS,Australia
sunf,ha,1999,167500,FAOSTAT,0,AUS,Australia
sunf,ha,2000,162000,FAOSTAT,0,AUS,Australia
sunf,ha,2001,82320,FAOSTAT,0,AUS,Australia
sunf,ha,2002,78759,FAOSTAT,0,AUS,Australia
sunf,ha,2003,47408,FAOSTAT,0,AUS,Australia
sunf,ha,2004,72445,FAOSTAT,0,AUS,Australia
sunf,ha,2005,47878,FAOSTAT,0,AUS,Australia
sunf,ha,2006,77516,FAOSTAT,0,AUS,Australia
sunf,ha,2007,18827,FAOSTAT,0,AUS,Australia
sunf,ha,2008,48400,FAOSTAT,0,AUS,Australia
sunf,ha,2009,51757,FAOSTAT,0,AUS,Australia
sunf,ha,2010,26600,FAOSTAT,0,AUS,Australia
sunf,ha,2011,37177,FAOSTAT,0,AUS,Australia
sunf,ha,2012,40200,FAOSTAT,0,AUS,Australia
sunf,ha,2013,30300,FAOSTAT,0,AUS,Australia
sunf,ha,2014,17121,FAOSTAT,0,AUS,Australia
sunf,ha,2015,25390,FAOSTAT,0,AUS,Australia
sunf,ha,2016,22804,FAOSTAT,0,AUS,Australia
sunf,ha,2017,16104,FAOSTAT,0,AUS,Australia
sunf,ha,2018,14305,FAOSTAT,0,AUS,Australia
sunf,ha,2019,10970,FAOSTAT,0,AUS,Australia
sunf,ha,2020,8536,FAOSTAT,0,AUS,Australia
swpo,ha,1961,192,FAOSTAT,0,AUS,Australia
swpo,ha,1962,190,FAOSTAT,0,AUS,Australia
swpo,ha,1963,200,FAOSTAT,0,AUS,Australia
swpo,ha,1964,178,FAOSTAT,0,AUS,Australia
swpo,ha,1965,202,FAOSTAT,0,AUS,Australia
swpo,ha,1966,166,FAOSTAT,0,AUS,Australia
swpo,ha,1967,286,FAOSTAT,0,AUS,Australia
swpo,ha,1968,249,FAOSTAT,0,AUS,Australia
swpo,ha,1969,245,FAOSTAT,0,AUS,Australia
swpo,ha,1970,238,FAOSTAT,0,AUS,Australia
swpo,ha,1971,265,FAOSTAT,0,AUS,Australia
swpo,ha,1972,297,FAOSTAT,0,AUS,Australia
swpo,ha,1973,293,FAOSTAT,0,AUS,Australia
swpo,ha,1974,263,FAOSTAT,0,AUS,Australia
swpo,ha,1975,221,FAOSTAT,0,AUS,Australia
swpo,ha,1976,277,FAOSTAT,0,AUS,Australia
swpo,ha,1977,240,FAOSTAT,0,AUS,Australia
swpo,ha,1978,246,FAOSTAT,0,AUS,Australia
swpo,ha,1979,277,FAOSTAT,0,AUS,Australia
swpo,ha,1980,324,FAOSTAT,0,AUS,Australia
swpo,ha,1981,330,FAOSTAT,0,AUS,Australia
swpo,ha,1982,330,FAOSTAT,0,AUS,Australia
swpo,ha,1983,291,FAOSTAT,0,AUS,Australia
swpo,ha,1984,323,FAOSTAT,0,AUS,Australia
swpo,ha,1985,340,FAOSTAT,0,AUS,Australia
swpo,ha,1986,336,FAOSTAT,0,AUS,Australia
swpo,ha,1987,377,FAOSTAT,0,AUS,Australia
swpo,ha,1988,387,FAOSTAT,0,AUS,Australia
swpo,ha,1989,424,FAOSTAT,0,AUS,Australia
swpo,ha,1990,444,FAOSTAT,0,AUS,Australia
swpo,ha,1991,438,FAOSTAT,0,AUS,Australia
swpo,ha,1992,465,FAOSTAT,0,AUS,Australia
swpo,ha,1993,570,FAOSTAT,0,AUS,Australia
swpo,ha,1994,593,FAOSTAT,0,AUS,Australia
swpo,ha,1995,516,FAOSTAT,0,AUS,Australia
swpo,ha,1996,384,FAOSTAT,0,AUS,Australia
swpo,ha,1997,450,FAOSTAT,0,AUS,Australia
swpo,ha,1998,650,FAOSTAT,0,AUS,Australia
swpo,ha,1999,800,FAOSTAT,0,AUS,Australia
swpo,ha,2000,850,FAOSTAT,0,AUS,Australia
swpo,ha,2001,900,FAOSTAT,0,AUS,Australia
swpo,ha,2002,950,FAOSTAT,0,AUS,Australia
swpo,ha,2003,1100,FAOSTAT,0,AUS,Australia
swpo,ha,2004,1200,FAOSTAT,0,AUS,Australia
swpo,ha,2005,1250,FAOSTAT,0,AUS,Australia
swpo,ha,2006,1589,FAOSTAT,0,AUS,Australia
swpo,ha,2007,1419,FAOSTAT,0,AUS,Australia
swpo,ha,2008,1441,FAOSTAT,0,AUS,Australia
swpo,ha,2009,1693,FAOSTAT,0,AUS,Australia
swpo,ha,2010,1673,FAOSTAT,0,AUS,Australia
swpo,ha,2011,1797,FAOSTAT,0,AUS,Australia
swpo,ha,2012,1870,FAOSTAT,0,AUS,Australia
swpo,ha,2013,1923,FAOSTAT,0,AUS,Australia
swpo,ha,2014,1903,FAOSTAT,0,AUS,Australia
swpo,ha,2015,1996,FAOSTAT,0,AUS,Australia
swpo,ha,2016,1941,FAOSTAT,0,AUS,Australia
swpo,ha,2017,1946,FAOSTAT,0,AUS,Australia
swpo,ha,2018,1961,FAOSTAT,0,AUS,Australia
swpo,ha,2019,1949,FAOSTAT,0,AUS,Australia
swpo,ha,2020,1952,FAOSTAT,0,AUS,Australia
temf,ha,1961,99331,FAOSTAT,0,AUS,Australia
temf,ha,1962,99762,FAOSTAT,0,AUS,Australia
temf,ha,1963,103404,FAOSTAT,0,AUS,Australia
temf,ha,1964,105701,FAOSTAT,0,AUS,Australia
temf,ha,1965,106848,FAOSTAT,0,AUS,Australia
temf,ha,1966,108508,FAOSTAT,0,AUS,Australia
temf,ha,1967,108466,FAOSTAT,0,AUS,Australia
temf,ha,1968,108257,FAOSTAT,0,AUS,Australia
temf,ha,1969,108151,FAOSTAT,0,AUS,Australia
temf,ha,1970,108799,FAOSTAT,0,AUS,Australia
temf,ha,1971,110471,FAOSTAT,0,AUS,Australia
temf,ha,1972,113285,FAOSTAT,0,AUS,Australia
temf,ha,1973,112983,FAOSTAT,0,AUS,Australia
temf,ha,1974,110832,FAOSTAT,0,AUS,Australia
temf,ha,1975,108146,FAOSTAT,0,AUS,Australia
temf,ha,1976,103713,FAOSTAT,0,AUS,Australia
temf,ha,1977,102581,FAOSTAT,0,AUS,Australia
temf,ha,1978,101148,FAOSTAT,0,AUS,Australia
temf,ha,1979,101779,FAOSTAT,0,AUS,Australia
temf,ha,1980,101255,FAOSTAT,0,AUS,Australia
temf,ha,1981,100301,FAOSTAT,0,AUS,Australia
temf,ha,1982,100679,FAOSTAT,0,AUS,Australia
temf,ha,1983,98730,FAOSTAT,0,AUS,Australia
temf,ha,1984,97214,FAOSTAT,0,AUS,Australia
temf,ha,1985,97670,FAOSTAT,0,AUS,Australia
temf,ha,1986,99097,FAOSTAT,0,AUS,Australia
temf,ha,1987,93244,FAOSTAT,0,AUS,Australia
temf,ha,1988,95237,FAOSTAT,0,AUS,Australia
temf,ha,1989,98005,FAOSTAT,0,AUS,Australia
temf,ha,1990,101652,FAOSTAT,0,AUS,Australia
temf,ha,1991,102031,FAOSTAT,0,AUS,Australia
temf,ha,1992,103984,FAOSTAT,0,AUS,Australia
temf,ha,1993,106951,FAOSTAT,0,AUS,Australia
temf,ha,1994,111092,FAOSTAT,0,AUS,Australia
temf,ha,1995,112495,FAOSTAT,0,AUS,Australia
temf,ha,1996,115082,FAOSTAT,0,AUS,Australia
temf,ha,1997,123927,FAOSTAT,0,AUS,Australia
temf,ha,1998,129203,FAOSTAT,0,AUS,Australia
temf,ha,1999,148325,FAOSTAT,0,AUS,Australia
temf,ha,2000,170070,FAOSTAT,0,AUS,Australia
temf,ha,2001,185045,FAOSTAT,0,AUS,Australia
temf,ha,2002,188767,FAOSTAT,0,AUS,Australia
temf,ha,2003,204270,FAOSTAT,0,AUS,Australia
temf,ha,2004,200410,FAOSTAT,0,AUS,Australia
temf,ha,2005,208432,FAOSTAT,0,AUS,Australia
temf,ha,2006,245095,FAOSTAT,0,AUS,Australia
temf,ha,2007,239826,FAOSTAT,0,AUS,Australia
temf,ha,2008,215164,FAOSTAT,0,AUS,Australia
temf,ha,2009,231562,FAOSTAT,0,AUS,Australia
temf,ha,2010,210694,FAOSTAT,0,AUS,Australia
temf,ha,2011,222698,FAOSTAT,0,AUS,Australia
temf,ha,2012,202772,FAOSTAT,0,AUS,Australia
temf,ha,2013,200143,FAOSTAT,0,AUS,Australia
temf,ha,2014,186722,FAOSTAT,0,AUS,Australia
temf,ha,2015,202796,FAOSTAT,0,AUS,Australia
temf,ha,2016,191841,FAOSTAT,0,AUS,Australia
temf,ha,2017,189794,FAOSTAT,0,AUS,Australia
temf,ha,2018,189637,FAOSTAT,0,AUS,Australia
temf,ha,2019,178407,FAOSTAT,0,AUS,Australia
temf,ha,2020,181539,FAOSTAT,0,AUS,Australia
toba,ha,1961,11822,FAOSTAT,0,AUS,Australia
toba,ha,1962,10776,FAOSTAT,0,AUS,Australia
toba,ha,1963,11890,FAOSTAT,0,AUS,Australia
toba,ha,1964,11746,FAOSTAT,0,AUS,Australia
toba,ha,1965,10647,FAOSTAT,0,AUS,Australia
toba,ha,1966,9503,FAOSTAT,0,AUS,Australia
toba,ha,1967,9058,FAOSTAT,0,AUS,Australia
toba,ha,1968,9295,FAOSTAT,0,AUS,Australia
toba,ha,1969,10426,FAOSTAT,0,AUS,Australia
toba,ha,1970,10805,FAOSTAT,0,AUS,Australia
toba,ha,1971,10886,FAOSTAT,0,AUS,Australia
toba,ha,1972,9955,FAOSTAT,0,AUS,Australia
toba,ha,1973,9600,FAOSTAT,0,AUS,Australia
toba,ha,1974,9278,FAOSTAT,0,AUS,Australia
toba,ha,1975,9248,FAOSTAT,0,AUS,Australia
toba,ha,1976,9200,FAOSTAT,0,AUS,Australia
toba,ha,1977,9404,FAOSTAT,0,AUS,Australia
toba,ha,1978,8534,FAOSTAT,0,AUS,Australia
toba,ha,1979,8065,FAOSTAT,0,AUS,Australia
toba,ha,1980,7526,FAOSTAT,0,AUS,Australia
toba,ha,1981,7113,FAOSTAT,0,AUS,Australia
toba,ha,1982,6644,FAOSTAT,0,AUS,Australia
toba,ha,1983,6669,FAOSTAT,0,AUS,Australia
toba,ha,1984,6504,FAOSTAT,0,AUS,Australia
toba,ha,1985,5422,FAOSTAT,0,AUS,Australia
toba,ha,1986,4651,FAOSTAT,0,AUS,Australia
toba,ha,1987,5086,FAOSTAT,0,AUS,Australia
toba,ha,1988,5097,FAOSTAT,0,AUS,Australia
toba,ha,1989,4581,FAOSTAT,0,AUS,Australia
toba,ha,1990,5063,FAOSTAT,0,AUS,Australia
toba,ha,1991,4902,FAOSTAT,0,AUS,Australia
toba,ha,1992,4722,FAOSTAT,0,AUS,Australia
toba,ha,1993,4480,FAOSTAT,0,AUS,Australia
toba,ha,1994,3013,FAOSTAT,0,AUS,Australia
toba,ha,1995,2901,FAOSTAT,0,AUS,Australia
toba,ha,1996,3060,FAOSTAT,0,AUS,Australia
toba,ha,1997,3200,FAOSTAT,0,AUS,Australia
toba,ha,1998,2900,FAOSTAT,0,AUS,Australia
toba,ha,1999,2800,FAOSTAT,0,AUS,Australia
toba,ha,2000,3185,FAOSTAT,0,AUS,Australia
toba,ha,2001,3000,FAOSTAT,0,AUS,Australia
toba,ha,2002,3000,FAOSTAT,0,AUS,Australia
toba,ha,2003,2306,FAOSTAT,0,AUS,Australia
toba,ha,2004,1536,FAOSTAT,0,AUS,Australia
toba,ha,2005,1417,FAOSTAT,0,AUS,Australia
toba,ha,2006,1450,FAOSTAT,0,AUS,Australia
toba,ha,2007,1450,FAOSTAT,0,AUS,Australia
toba,ha,2008,1442,FAOSTAT,0,AUS,Australia
toba,ha,2009,1346,FAOSTAT,0,AUS,Australia
toba,ha,2010,1252,FAOSTAT,0,AUS,Australia
toba,ha,2011,1162,FAOSTAT,0,AUS,Australia
toba,ha,2012,1072,FAOSTAT,0,AUS,Australia
toba,ha,2013,983,FAOSTAT,0,AUS,Australia
toba,ha,2014,895,FAOSTAT,0,AUS,Australia
toba,ha,2015,858,FAOSTAT,0,AUS,Australia
toba,ha,2016,936,FAOSTAT,0,AUS,Australia
toba,ha,2017,897,FAOSTAT,0,AUS,Australia
toba,ha,2018,897,FAOSTAT,0,AUS,Australia
toba,ha,2019,910,FAOSTAT,0,AUS,Australia
toba,ha,2020,901,FAOSTAT,0,AUS,Australia
trof,ha,1961,25767,FAOSTAT,0,AUS,Australia
trof,ha,1962,25757,FAOSTAT,0,AUS,Australia
trof,ha,1963,26347,FAOSTAT,0,AUS,Australia
trof,ha,1964,27056,FAOSTAT,0,AUS,Australia
trof,ha,1965,27621,FAOSTAT,0,AUS,Australia
trof,ha,1966,28628,FAOSTAT,0,AUS,Australia
trof,ha,1967,29724,FAOSTAT,0,AUS,Australia
trof,ha,1968,30886,FAOSTAT,0,AUS,Australia
trof,ha,1969,32285,FAOSTAT,0,AUS,Australia
trof,ha,1970,32157,FAOSTAT,0,AUS,Australia
trof,ha,1971,32978,FAOSTAT,0,AUS,Australia
trof,ha,1972,33095,FAOSTAT,0,AUS,Australia
trof,ha,1973,32492,FAOSTAT,0,AUS,Australia
trof,ha,1974,31733,FAOSTAT,0,AUS,Australia
trof,ha,1975,30542,FAOSTAT,0,AUS,Australia
trof,ha,1976,30766,FAOSTAT,0,AUS,Australia
trof,ha,1977,31704,FAOSTAT,0,AUS,Australia
trof,ha,1978,32582,FAOSTAT,0,AUS,Australia
trof,ha,1979,32661,FAOSTAT,0,AUS,Australia
trof,ha,1980,33584,FAOSTAT,0,AUS,Australia
trof,ha,1981,33297,FAOSTAT,0,AUS,Australia
trof,ha,1982,34455,FAOSTAT,0,AUS,Australia
trof,ha,1983,37389,FAOSTAT,0,AUS,Australia
trof,ha,1984,39180,FAOSTAT,0,AUS,Australia
trof,ha,1985,43043,FAOSTAT,0,AUS,Australia
trof,ha,1986,42428,FAOSTAT,0,AUS,Australia
trof,ha,1987,44065,FAOSTAT,0,AUS,Australia
trof,ha,1988,44910,FAOSTAT,0,AUS,Australia
trof,ha,1989,47338,FAOSTAT,0,AUS,Australia
trof,ha,1990,47976,FAOSTAT,0,AUS,Australia
trof,ha,1991,49502,FAOSTAT,0,AUS,Australia
trof,ha,1992,50886,FAOSTAT,0,AUS,Australia
trof,ha,1993,54903,FAOSTAT,0,AUS,Australia
trof,ha,1994,56423,FAOSTAT,0,AUS,Australia
trof,ha,1995,56785,FAOSTAT,0,AUS,Australia
trof,ha,1996,55977,FAOSTAT,0,AUS,Australia
trof,ha,1997,57346,FAOSTAT,0,AUS,Australia
trof,ha,1998,56325,FAOSTAT,0,AUS,Australia
trof,ha,1999,58089,FAOSTAT,0,AUS,Australia
trof,ha,2000,59534,FAOSTAT,0,AUS,Australia
trof,ha,2001,57758,FAOSTAT,0,AUS,Australia
trof,ha,2002,54285,FAOSTAT,0,AUS,Australia
trof,ha,2003,59294,FAOSTAT,0,AUS,Australia
trof,ha,2004,55540,FAOSTAT,0,AUS,Australia
trof,ha,2005,56025,FAOSTAT,0,AUS,Australia
trof,ha,2006,58115,FAOSTAT,0,AUS,Australia
trof,ha,2007,62060,FAOSTAT,0,AUS,Australia
trof,ha,2008,60408,FAOSTAT,0,AUS,Australia
trof,ha,2009,57999,FAOSTAT,0,AUS,Australia
trof,ha,2010,62448,FAOSTAT,0,AUS,Australia
trof,ha,2011,55095,FAOSTAT,0,AUS,Australia
trof,ha,2012,60224,FAOSTAT,0,AUS,Australia
trof,ha,2013,62214,FAOSTAT,0,AUS,Australia
trof,ha,2014,56800,FAOSTAT,0,AUS,Australia
trof,ha,2015,57352,FAOSTAT,0,AUS,Australia
trof,ha,2016,66537,FAOSTAT,0,AUS,Australia
trof,ha,2017,64250,FAOSTAT,0,AUS,Australia
trof,ha,2018,71199,FAOSTAT,0,AUS,Australia
trof,ha,2019,69643,FAOSTAT,0,AUS,Australia
trof,ha,2020,74054,FAOSTAT,0,AUS,Australia
vege,ha,1961,59762,FAOSTAT,0,AUS,Australia
vege,ha,1962,59588,FAOSTAT,0,AUS,Australia
vege,ha,1963,60935,FAOSTAT,0,AUS,Australia
vege,ha,1964,57020,FAOSTAT,0,AUS,Australia
vege,ha,1965,61669,FAOSTAT,0,AUS,Australia
vege,ha,1966,63950,FAOSTAT,0,AUS,Australia
vege,ha,1967,62318,FAOSTAT,0,AUS,Australia
vege,ha,1968,65024,FAOSTAT,0,AUS,Australia
vege,ha,1969,64373,FAOSTAT,0,AUS,Australia
vege,ha,1970,57901,FAOSTAT,0,AUS,Australia
vege,ha,1971,64575,FAOSTAT,0,AUS,Australia
vege,ha,1972,64378,FAOSTAT,0,AUS,Australia
vege,ha,1973,62099,FAOSTAT,0,AUS,Australia
vege,ha,1974,62639,FAOSTAT,0,AUS,Australia
vege,ha,1975,62214,FAOSTAT,0,AUS,Australia
vege,ha,1976,62134,FAOSTAT,0,AUS,Australia
vege,ha,1977,57860,FAOSTAT,0,AUS,Australia
vege,ha,1978,61886,FAOSTAT,0,AUS,Australia
vege,ha,1979,57971,FAOSTAT,0,AUS,Australia
vege,ha,1980,56789,FAOSTAT,0,AUS,Australia
vege,ha,1981,59681,FAOSTAT,0,AUS,Australia
vege,ha,1982,62061,FAOSTAT,0,AUS,Australia
vege,ha,1983,60358,FAOSTAT,0,AUS,Australia
vege,ha,1984,60000,FAOSTAT,0,AUS,Australia
vege,ha,1985,60212,FAOSTAT,0,AUS,Australia
vege,ha,1986,61458,FAOSTAT,0,AUS,Australia
vege,ha,1987,63567,FAOSTAT,0,AUS,Australia
vege,ha,1988,66038,FAOSTAT,0,AUS,Australia
vege,ha,1989,68801,FAOSTAT,0,AUS,Australia
vege,ha,1990,63819,FAOSTAT,0,AUS,Australia
vege,ha,1991,61450,FAOSTAT,0,AUS,Australia
vege,ha,1992,62597,FAOSTAT,0,AUS,Australia
vege,ha,1993,62447,FAOSTAT,0,AUS,Australia
vege,ha,1994,64339,FAOSTAT,0,AUS,Australia
vege,ha,1995,66706,FAOSTAT,0,AUS,Australia
vege,ha,1996,71960,FAOSTAT,0,AUS,Australia
vege,ha,1997,72534,FAOSTAT,0,AUS,Australia
vege,ha,1998,70047,FAOSTAT,0,AUS,Australia
vege,ha,1999,68707,FAOSTAT,0,AUS,Australia
vege,ha,2000,70643,FAOSTAT,0,AUS,Australia
vege,ha,2001,72717,FAOSTAT,0,AUS,Australia
vege,ha,2002,69658,FAOSTAT,0,AUS,Australia
vege,ha,2003,65808,FAOSTAT,0,AUS,Australia
vege,ha,2004,66314,FAOSTAT,0,AUS,Australia
vege,ha,2005,62096,FAOSTAT,0,AUS,Australia
vege,ha,2006,67900,FAOSTAT,0,AUS,Australia
vege,ha,2007,65960,FAOSTAT,0,AUS,Australia
vege,ha,2008,56954,FAOSTAT,0,AUS,Australia
vege,ha,2009,60771,FAOSTAT,0,AUS,Australia
vege,ha,2010,64366,FAOSTAT,0,AUS,Australia
vege,ha,2011,67961,FAOSTAT,0,AUS,Australia
vege,ha,2012,64762,FAOSTAT,0,AUS,Australia
vege,ha,2013,61380,FAOSTAT,0,AUS,Australia
vege,ha,2014,64280,FAOSTAT,0,AUS,Australia
vege,ha,2015,61005,FAOSTAT,0,AUS,Australia
vege,ha,2016,63064,FAOSTAT,0,AUS,Australia
vege,ha,2017,66952,FAOSTAT,0,AUS,Australia
vege,ha,2018,64838,FAOSTAT,0,AUS,Australia
vege,ha,2019,63194,FAOSTAT,0,AUS,Australia
vege,ha,2020,55608,FAOSTAT,0,AUS,Australia
whea,ha,1961,5958110,FAOSTAT,0,AUS,Australia
whea,ha,1962,6664679,FAOSTAT,0,AUS,Australia
whea,ha,1963,6666676,FAOSTAT,0,AUS,Australia
whea,ha,1964,7251495,FAOSTAT,0,AUS,Australia
whea,ha,1965,7087977,FAOSTAT,0,AUS,Australia
whea,ha,1966,8426760,FAOSTAT,0,AUS,Australia
whea,ha,1967,9081640,FAOSTAT,0,AUS,Australia
whea,ha,1968,10845345,FAOSTAT,0,AUS,Australia
whea,ha,1969,9485958,FAOSTAT,0,AUS,Australia
whea,ha,1970,6478418,FAOSTAT,0,AUS,Australia
whea,ha,1971,7137852,FAOSTAT,0,AUS,Australia
whea,ha,1972,7604082,FAOSTAT,0,AUS,Australia
whea,ha,1973,8948257,FAOSTAT,0,AUS,Australia
whea,ha,1974,8307541,FAOSTAT,0,AUS,Australia
whea,ha,1975,8555202,FAOSTAT,0,AUS,Australia
whea,ha,1976,8956259,FAOSTAT,0,AUS,Australia
whea,ha,1977,9954865,FAOSTAT,0,AUS,Australia
whea,ha,1978,10248895,FAOSTAT,0,AUS,Australia
whea,ha,1979,11152714,FAOSTAT,0,AUS,Australia
whea,ha,1980,11283051,FAOSTAT,0,AUS,Australia
whea,ha,1981,11885000,FAOSTAT,0,AUS,Australia
whea,ha,1982,11519662,FAOSTAT,0,AUS,Australia
whea,ha,1983,12930637,FAOSTAT,0,AUS,Australia
whea,ha,1984,12078000,FAOSTAT,0,AUS,Australia
whea,ha,1985,11682000,FAOSTAT,0,AUS,Australia
whea,ha,1986,11135000,FAOSTAT,0,AUS,Australia
whea,ha,1987,9005000,FAOSTAT,0,AUS,Australia
whea,ha,1988,8826822,FAOSTAT,0,AUS,Australia
whea,ha,1989,9003872,FAOSTAT,0,AUS,Australia
whea,ha,1990,9218091,FAOSTAT,0,AUS,Australia
whea,ha,1991,7183000,FAOSTAT,0,AUS,Australia
whea,ha,1992,8274614,FAOSTAT,0,AUS,Australia
whea,ha,1993,8383000,FAOSTAT,0,AUS,Australia
whea,ha,1994,7890690,FAOSTAT,0,AUS,Australia
whea,ha,1995,9220820,FAOSTAT,0,AUS,Australia
whea,ha,1996,10936000,FAOSTAT,0,AUS,Australia
whea,ha,1997,10441000,FAOSTAT,0,AUS,Australia
whea,ha,1998,11543000,FAOSTAT,0,AUS,Australia
whea,ha,1999,12338000,FAOSTAT,0,AUS,Australia
whea,ha,2000,12141000,FAOSTAT,0,AUS,Australia
whea,ha,2001,12141389,FAOSTAT,0,AUS,Australia
whea,ha,2002,11529155,FAOSTAT,0,AUS,Australia
whea,ha,2003,11170280,FAOSTAT,0,AUS,Australia
whea,ha,2004,13067077,FAOSTAT,0,AUS,Australia
whea,ha,2005,13399397,FAOSTAT,0,AUS,Australia
whea,ha,2006,12442719,FAOSTAT,0,AUS,Australia
whea,ha,2007,11797888,FAOSTAT,0,AUS,Australia
whea,ha,2008,12578309,FAOSTAT,0,AUS,Australia
whea,ha,2009,13530196,FAOSTAT,0,AUS,Australia
whea,ha,2010,13881030,FAOSTAT,0,AUS,Australia
whea,ha,2011,13501780,FAOSTAT,0,AUS,Australia
whea,ha,2012,13902140,FAOSTAT,0,AUS,Australia
whea,ha,2013,12979382,FAOSTAT,0,AUS,Australia
whea,ha,2014,12613226,FAOSTAT,0,AUS,Australia
whea,ha,2015,12383673,FAOSTAT,0,AUS,Australia
whea,ha,2016,11282202,FAOSTAT,0,AUS,Australia
whea,ha,2017,12191153,FAOSTAT,0,AUS,Australia
whea,ha,2018,10919180,FAOSTAT,0,AUS,Australia
whea,ha,2019,10402271,FAOSTAT,0,AUS,Australia
whea,ha,2020,9863184,FAOSTAT,0,AUS,Australia
